Name,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats
Chevrolet Spark 1.0 LT,2682.68,2011,29000,Petrol,Manual,Second,18.0 kmpl,995 CC,5.0
Ford Figo Diesel EXI,2912.62,2010,107389,Diesel,Manual,Second,20.0 kmpl,1399 CC,5.0
Maruti Swift VXI BSIV,6898.32,2015,36100,Petrol,Manual,First,20.4 kmpl,1197 CC,5.0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,46448.69,2015,16329,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0
Skoda Octavia Elegance 2.0 TDI AT,24527.36,2014,36000,Diesel,Automatic,First,19.3 kmpl,1968 CC,5.0
BMW X3 xDrive20d xLine,50250.43,2017,41816,Diesel,Automatic,First,18.56 kmpl,1995 CC,5.0
Hyundai EON Era Plus,3832.4,2015,54680,Petrol,Manual,First,21.1 kmpl,814 CC,5.0
Audi A4 35 TDI Technology,65917.28,2017,14000,Diesel,Automatic,First,18.25 kmpl,1968 CC,5.0
Ford Figo 2015-2019 1.2P Titanium MT,8247.32,2017,23977,Petrol,Manual,First,18.16 kmpl,1196 CC,5.0
Maruti Alto K10 2010-2014 VXI,4062.34,2013,30131,Petrol,Manual,First,20.92 kmpl,998 CC,5.0
Maruti Alto 800 2016-2019 VXI,5058.77,2017,2530,Petrol,Manual,First,24.7 kmpl,796 CC,5.0
Mercedes-Benz New C-Class C 220 CDI Style,52120.64,2015,39000,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0
Hyundai Santro D Lite,1073.07,2001,140000,Petrol,Manual,Third,20.3 kmpl,1086 CC,5.0
Hyundai Xcent 1.1 CRDi S,10470.12,2017,32257,Diesel,Manual,First,24.4 kmpl,1120 CC,5.0
Honda Amaze S i-Dtech,8845.18,2016,46983,Diesel,Manual,First,25.8 kmpl,1498 CC,5.0
Maruti Swift Vdi BSIII,4752.18,2008,107000,Diesel,Manual,Second,17.8 kmpl,1248 CC,5.0
Volkswagen Polo 1.2 MPI Comfortline,7588.15,2017,19000,Petrol,Manual,First,16.2 kmpl,1199 CC,5.0
Audi A4 2.0 TDI 177 Bhp Premium Plus,24910.6,2013,88000,Diesel,Automatic,First,17.11 kmpl,1968 CC,5.0
Land Rover Range Rover 3.6 TDV8 Vogue SE,80541.72,2012,84384,Diesel,Automatic,First,10.2 kmpl,4367 CC,7.0
Mahindra XUV500 W8 2WD,9810.94,2011,128000,Diesel,Manual,Third,16.0 kmpl,2179 CC,7.0
Ford Endeavour 2.5L 4X2,10654.07,2011,71000,Diesel,Manual,Third,13.1 kmpl,2499 CC,7.0
Tata Indica V2 DLX,1303.02,2008,50000,Diesel,Manual,First,17.2 kmpl,1396 CC,5.0
Maruti Baleno Alpha,10654.07,2016,16000,Petrol,Manual,First,21.4 kmpl,1197 CC,5.0
Hyundai Xcent 1.1 CRDi Base,5288.71,2017,82000,Diesel,Manual,First,24.4 kmpl,1120 CC,5.0
Honda Civic 2006-2010 1.8 S MT,4215.64,2008,80000,Petrol,Manual,First,13.5 kmpl,1799 CC,5.0
Hyundai i20 Sportz Option 1.2,7588.15,2015,36000,Petrol,Manual,Second,18.6 kmpl,1197 CC,5.0
Tata Nexon 1.2 Revotron XZ Plus,14747.08,2018,17477,Petrol,Manual,First,17.0 kmpl,1198 CC,5.0
Hyundai i20 Sportz 1.2,10408.8,2016,16725,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0
Maruti Swift Dzire ZXI,6898.32,2014,48241,Petrol,Manual,First,19.1 kmpl,1197 CC,5.0
Maruti Wagon R LXI,4614.21,2014,52431,Petrol,Manual,First,22.5 kmpl,998 CC,5.0
Hyundai i20 Sportz 1.4 CRDi,6745.02,2012,68000,Diesel,Manual,First,21.9 kmpl,1396 CC,5.0
Toyota Fortuner 4x2 AT,26811.47,2012,158000,Diesel,Automatic,First,12.55 kmpl,2982 CC,7.0
Hyundai i10 Sportz,7143.59,2014,31446,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0
Hyundai Grand i10 Asta,8431.28,2015,25000,Petrol,Manual,First,18.9 kmpl,1197 CC,5.0
Hyundai i20 Asta 1.2,9197.76,2016,57000,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0
Hyundai Santro Xing XL AT eRLX Euro II,3679.1,2007,76000,Petrol,Automatic,First,17.0 kmpl,1086 CC,5.0
Maruti Vitara Brezza ZDi Plus,15620.86,2018,57078,Diesel,Manual,First,24.3 kmpl,1248 CC,5.0
Honda Amaze S i-Dtech,8048.04,2016,47471,Diesel,Manual,First,25.8 kmpl,1498 CC,5.0
Mercedes-Benz M-Class ML 250 CDI,68983.2,2014,50000,Diesel,Automatic,First,15.26 kmpl,2143 CC,5.0
Hyundai i20 Sportz Diesel,4138.99,2010,62000,Diesel,Manual,First,23.0 kmpl,1396 CC,5.0
Hyundai i10 Era,5196.73,2013,65807,Petrol,Manual,First,19.81 kmpl,1086 CC,5.0
Maruti Swift Dzire VDI,8722.54,2014,81768,Diesel,Manual,First,26.59 kmpl,1248 CC,5.0
BMW Z4 2009-2013 Roadster 2.5i,89739.48,2018,9952,Petrol,Automatic,First,10.37 kmpl,2979 CC,2.0
Maruti Baleno Alpha Diesel,12876.86,2017,24000,Diesel,Manual,First,27.39 kmpl,1248 CC,5.0
Chevrolet Beat Diesel,3832.4,2012,72921,Diesel,Manual,First,25.44 kmpl,936 CC,5.0
Honda Brio V MT,4982.12,2012,59000,Petrol,Manual,First,19.4 kmpl,1198 CC,5.0
Ford Figo Diesel Titanium,4982.12,2014,33000,Diesel,Manual,Second,20.0 kmpl,1399 CC,5.0
Maruti Celerio VXI AT,6515.08,2016,36789,Petrol,Automatic,First,23.1 kmpl,998 CC,5.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,28359.76,2014,41000,Diesel,Automatic,First,14.84 kmpl,2143 CC,5.0
Hyundai Santro Xing XL AT eRLX Euro III,3679.1,2007,71000,Petrol,Automatic,First,17.0 kmpl,1086 CC,5.0
Honda Brio S MT,6515.08,2015,46650,Petrol,Manual,First,19.4 kmpl,1198 CC,5.0
Maruti Baleno Alpha CVT,13566.7,2018,3000,Petrol,Automatic,First,21.4 kmpl,1197 CC,5.0
Hyundai EON Sportz,6346.45,2014,14799,Petrol,Manual,First,21.1 kmpl,814 CC,5.0
Toyota Prius 2009-2016 Z4,19545.24,2011,44000,Electric,Automatic,First,23.91kmpl,1798 CC,5.0
Hyundai i20 1.4 CRDi Sportz,10730.72,2015,68525,Diesel,Manual,First,23.0 kmpl,1396 CC,5.0
Ford Endeavour 3.2 Titanium AT 4X4,50587.68,2018,15000,Diesel,Automatic,First,10.91 kmpl,3198 CC,7.0
Honda City i-VTEC VX,15329.6,2017,29000,Petrol,Manual,First,17.4 kmpl,1497 CC,5.0
Maruti SX4 ZDI,5411.35,2012,77407,Diesel,Manual,Second,21.5 kmpl,1248 CC,5.0
Chevrolet Optra Magnum 1.6 LS Petrol,2069.5,2007,118000,Petrol,Manual,First,12.9 kmpl,1598 CC,5.0
Volkswagen Vento Diesel Highline,6898.32,2013,75000,Diesel,Manual,First,20.54 kmpl,1598 CC,5.0
Honda City V MT,7511.5,2012,69000,Petrol,Manual,First,16.8 kmpl,1497 CC,5.0
Hyundai Creta 1.6 CRDi SX Option,18794.09,2016,52553,Diesel,Manual,First,19.67 kmpl,1582 CC,5.0
Hyundai Xcent 1.1 CRDi SX,6116.51,2014,58000,Diesel,Manual,Second,24.4 kmpl,1120 CC,5.0
Mercedes-Benz GLC 220d 4MATIC Style,71972.47,2017,24000,Diesel,Automatic,First,17.9 kmpl,2143 CC,5.0
Ford Figo Diesel EXI,5825.25,2015,65542,Diesel,Manual,First,20.0 kmpl,1399 CC,5.0
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,10347.48,2013,68008,Diesel,Manual,Second,15.0 kmpl,1896 CC,5.0
Mahindra TUV 300 2015-2019 T8,13413.4,2017,22251,Diesel,Manual,First,18.49 kmpl,1493 CC,7.0
Ford Ecosport 1.5 Ti VCT MT Titanium,7971.39,2013,55000,Petrol,Manual,Second,15.8 kmpl,1499 CC,5.0
Hyundai Verna 1.6 SX VTVT (O),12907.52,2017,19387,Petrol,Manual,First,17.1 kmpl,1591 CC,5.0
Maruti Wagon R LXI CNG,4598.88,2014,58000,CNG,Manual,First,26.6 kmpl,998 CC,5.0
Hyundai i20 Sportz 1.2,8814.52,2016,24001,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0
Audi A4 New 2.0 TDI Multitronic,14946.36,2008,17000,Diesel,Automatic,First,15.2 kmpl,1968 CC,5.0
Nissan Micra Active XV S,5365.36,2015,28500,Petrol,Manual,First,19.49 kmpl,1198 CC,5.0
Mercedes-Benz M-Class ML 250 CDI,45988.8,2014,66000,Diesel,Automatic,First,15.26 kmpl,2143 CC,5.0
Land Rover Discovery Sport TD4 S,53653.6,2017,22000,Diesel,Automatic,First,12.83 kmpl,2179 CC,5.0
Hyundai Creta 1.6 SX Option Executive,20311.72,2018,44383,Petrol,Manual,First,15.8 kmpl,1591 CC,5.0
Skoda Rapid 1.6 TDI Active,5595.3,2013,45000,Diesel,Manual,First,20.5 kmpl,1598 CC,5.0
Maruti Swift Dzire VDI,8048.04,2015,58000,Diesel,Manual,First,23.4 kmpl,1248 CC,5.0
Hyundai Creta 1.6 SX,14869.71,2016,69000,Petrol,Manual,First,15.8 kmpl,1591 CC,5.0
Hyundai Grand i10 CRDi Sportz,7986.72,2017,60993,Diesel,Manual,First,24.0 kmpl,1120 CC,5.0
Mahindra TUV 300 T8,9657.65,2016,67000,Diesel,Manual,First,18.49 kmpl,1493 CC,7.0
Hyundai Grand i10 CRDi Sportz,7235.57,2014,51134,Diesel,Manual,First,24.0 kmpl,1120 CC,5.0
BMW X5 xDrive 30d,42922.88,2011,55000,Diesel,Automatic,Second,11.7 kmpl,2993 CC,5.0
Maruti Dzire AMT VDI,12830.88,2018,25082,Diesel,Automatic,First,28.4 kmpl,1248 CC,5.0
Toyota Fortuner 4x4 MT,21461.44,2012,68350,Diesel,Manual,First,12.55 kmpl,2982 CC,7.0
Audi A6 2011-2015 35 TDI Technology,55186.56,2015,50000,Diesel,Automatic,First,17.68 kmpl,1968 CC,5.0
Honda Jazz 1.5 V i DTEC,9810.94,2015,97000,Diesel,Manual,First,27.3 kmpl,1498 CC,5.0
Audi Q7 4.2 TDI Quattro Technology,79238.7,2015,56238,Diesel,Automatic,First,11.33 kmpl,4134 CC,7.0
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,12263.68,2014,72618,Diesel,Manual,First,12.05 kmpl,2179 CC,7.0
Chevrolet Cruze LTZ,15023.01,2012,62005,Diesel,Manual,First,18.3 kmpl,1991 CC,5.0
Chevrolet Beat Diesel LT,4138.99,2012,61250,Diesel,Manual,First,25.44 kmpl,936 CC,5.0
Audi A4 35 TDI Premium Plus,37358.24,2014,28469,Diesel,Automatic,First,18.25 kmpl,1968 CC,5.0
Skoda Rapid 1.6 MPI AT Style,14900.37,2018,21488,Petrol,Automatic,First,14.3 kmpl,1598 CC,5.0
Maruti Swift Dzire VDI,7664.8,2014,197000,Diesel,Manual,First,23.4 kmpl,1248 CC,5.0
Toyota Fortuner 3.0 Diesel,16096.08,2009,138205,Diesel,Manual,Second,11.5 kmpl,2982 CC,7.0
Maruti Swift VDI,5978.54,2012,160000,Diesel,Manual,Second,22.9 kmpl,1248 CC,5.0
Honda City 1.5 V MT Exclusive,8661.22,2012,67590,Petrol,Manual,First,17.0 kmpl,1497 CC,5.0
Mercedes-Benz M-Class ML 250 CDI,45912.15,2012,52000,Diesel,Automatic,First,15.26 kmpl,2143 CC,5.0
Maruti Swift Ldi BSIII,4598.88,2008,100000,Diesel,Manual,Second,17.8 kmpl,1248 CC,5.0
Ford Aspire Titanium Diesel,9197.76,2017,60048,Diesel,Manual,First,26.1 kmpl,1498 CC,5.0
Hyundai i10 Sportz,3234.55,2009,48000,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0
Fiat Punto 1.4 Emotion,2284.11,2010,47000,Petrol,Manual,First,14.6 kmpl,1368 CC,5.0
Maruti Alto LXi,2299.44,2011,100000,Petrol,Manual,First,19.7 kmpl,796 CC,5.0
Toyota Etios Liva GD,7158.92,2013,62601,Diesel,Manual,First,23.59 kmpl,1364 CC,5.0
Maruti Swift VXI BSIV,4368.94,2006,80010,Petrol,Manual,Second,20.4 kmpl,1197 CC,5.0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,51568.77,2017,26493,Diesel,Automatic,First,19.27 kmpl,2143 CC,5.0
Tata Indica V2 DLE BSIII,1394.99,2011,96000,Diesel,Manual,Second,17.88 kmpl,1396 CC,5.0
Maruti Alto 800 VXI,3709.76,2014,45700,Petrol,Manual,Second,22.74 kmpl,796 CC,5.0
Skoda Superb 2.8 V6 AT,4982.12,2005,13000,Petrol,Automatic,First,9.3 kmpl,2771 CC,5.0
Volkswagen Polo Petrol Comfortline 1.2L,4292.29,2013,38000,Petrol,Manual,First,16.47 kmpl,1198 CC,5.0
Maruti Dzire AMT ZXI Plus,12723.57,2019,8018,Petrol,Automatic,First,22.0 kmpl,1197 CC,5.0
Mahindra Scorpio VLX,8048.04,2010,144400,Diesel,Manual,Third,12.05 kmpl,2179 CC,8.0
Maruti Swift Vdi BSIII,4445.58,2010,152000,Diesel,Manual,First,17.8 kmpl,1248 CC,5.0
BMW 3 Series 320d Prestige,22994.4,2013,71000,Diesel,Automatic,First,18.88 kmpl,1995 CC,5.0
Tata Nano STD SE,812.47,2012,80000,Petrol,Manual,Second,25.4 kmpl,624 CC,4.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,19162.0,2014,87143,Diesel,Manual,First,12.99 kmpl,2494 CC,8.0
Honda Brio S Option MT,4215.64,2012,25000,Petrol,Manual,First,18.4 kmpl,1198 CC,5.0
Tata Tiago AMT 1.2 Revotron XZA,7664.8,2018,2000,Petrol,Automatic,First,23.84 kmpl,1199 CC,5.0
Mahindra Scorpio SLE BSIV,10868.69,2014,45239,Diesel,Manual,First,12.05 kmpl,2179 CC,8.0
BMW 5 Series 2003-2012 525d,30643.87,2011,101999,Diesel,Automatic,First,16.73 kmpl,1995 CC,5.0
Toyota Corolla Altis D-4D GL,16479.32,2014,74219,Diesel,Manual,First,21.43 kmpl,1364 CC,5.0
Honda City i VTEC CVT VX,14486.47,2016,25000,Petrol,Automatic,First,18.0 kmpl,1497 CC,5.0
Hyundai Verna CRDi 1.6 SX Option,4445.58,2008,109606,Diesel,Manual,First,22.0 kmpl,1582 CC,5.0
Maruti Swift Dzire VDI Optional,7204.91,2015,36000,Diesel,Manual,First,26.59 kmpl,1248 CC,5.0
Maruti Ciaz ZXi,10899.35,2016,41810,Petrol,Manual,First,20.73 kmpl,1373 CC,5.0
Ford Ecosport 1.5 DV5 MT Titanium,9581.0,2014,93321,Diesel,Manual,First,22.7 kmpl,1498 CC,5.0
Maruti Alto K10 2010-2014 VXI,3372.51,2011,81000,Petrol,Manual,First,20.92 kmpl,998 CC,5.0
Honda Amaze V CVT Petrol,13582.03,2019,25717,Petrol,Automatic,First,19.0 kmpl,1199 CC,5.0
Mahindra XUV500 W6 2WD,14256.53,2015,37000,Diesel,Manual,First,15.1 kmpl,2179 CC,7.0
Mahindra TUV 300 2015-2019 T8,11604.51,2017,56380,Diesel,Manual,First,18.49 kmpl,1493 CC,7.0
Honda Jazz VX,12110.38,2017,8000,Petrol,Manual,First,18.2 kmpl,1199 CC,5.0
Maruti Swift VXI BSIII W/ ABS,8661.22,2018,14589,Petrol,Manual,First,16.1 kmpl,1298 CC,5.0
Volkswagen Polo Petrol Highline 1.2L,4982.12,2013,65088,Petrol,Manual,First,16.47 kmpl,1198 CC,5.0
Hyundai Creta 1.6 SX Option Diesel,24941.26,2019,24864,Diesel,Manual,First,20.5 kmpl,1582 CC,5.0
Chevrolet Beat LS,4920.8,2011,64831,Petrol,Manual,First,18.6 kmpl,1199 CC,5.0
Honda Amaze VX i-DTEC,5978.54,2013,38001,Diesel,Manual,First,25.8 kmpl,1498 CC,5.0
Mercedes-Benz E-Class 230 E AT,9964.24,2008,77000,Petrol,Automatic,Second,10.0 kmpl,2496 CC,5.0
BMW 5 Series 530d M Sport,73582.08,2016,27000,Diesel,Automatic,First,18.59 kmpl,2993 CC,5.0
Audi A3 35 TDI Premium Plus,28972.94,2016,39000,Diesel,Automatic,First,20.38 kmpl,1968 CC,5.0
Maruti Swift Dzire VDI,5518.66,2015,131000,Diesel,Manual,First,26.59 kmpl,1248 CC,5.0
Maruti Swift Dzire VDI,8431.28,2015,43000,Diesel,Manual,First,26.59 kmpl,1248 CC,5.0
Toyota Innova 2.5 V Diesel 7-seater,10730.72,2011,68000,Diesel,Manual,Second,12.8 kmpl,2494 CC,7.0
BMW X3 xDrive20d,64001.08,2016,45165,Diesel,Automatic,First,16.09 kmpl,1995 CC,5.0
BMW 5 Series 2003-2012 525d,16096.08,2007,120000,Diesel,Automatic,First,16.73 kmpl,1995 CC,5.0
Mahindra XUV500 W8 2WD,15467.57,2014,86091,Diesel,Manual,First,15.1 kmpl,2179 CC,7.0
Honda City 1.5 S MT,4598.88,2009,71499,Petrol,Manual,First,17.0 kmpl,1497 CC,5.0
Force One LX 4x4,18395.52,2014,50000,Diesel,Manual,First,17.0 kmpl,2200 CC,7.0
Volkswagen Polo 1.5 TDI Comfortline,7526.83,2015,66000,Diesel,Manual,First,20.14 kmpl,1498 CC,5.0
Honda Jazz S,3065.92,2010,45000,Petrol,Manual,First,16.0 kmpl,1198 CC,5.0
Toyota Etios Liva GD SP,8124.69,2015,69189,Diesel,Manual,First,23.59 kmpl,1364 CC,5.0
Nissan Terrano XV Premium 110 PS,11067.97,2014,40206,Diesel,Manual,First,19.01 kmpl,1461 CC,5.0
BMW X3 xDrive 20d xLine,49928.51,2017,36723,Diesel,Automatic,First,18.56 kmpl,1995 CC,5.0
Hyundai i20 1.2 Magna,4215.64,2010,57500,Petrol,Manual,First,18.5 kmpl,1197 CC,5.0
Maruti Eeco 5 STR With AC Plus HTR CNG,6637.72,2018,43912,CNG,Manual,First,15.1 kmpl,1196 CC,5.0
Ford Fiesta EXi 1.4 TDCi Ltd,5748.6,2011,52000,Diesel,Manual,First,17.8 kmpl,1399 CC,5.0
Honda City 1.5 V AT,9059.79,2014,60952,Petrol,Automatic,First,16.8 kmpl,1497 CC,5.0
Maruti Swift VDI BSIV,6668.38,2013,87192,Diesel,Manual,First,25.2 kmpl,1248 CC,5.0
Hyundai Grand i10 CRDi SportZ Edition,4982.12,2014,58000,Diesel,Manual,First,24.0 kmpl,1120 CC,5.0
Audi Q7 45 TDI Quattro Technology,104241.28,2017,59500,Diesel,Automatic,First,14.75 kmpl,2967 CC,7.0
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,8431.28,2016,16650,Petrol,Manual,First,17.0 kmpl,1198 CC,5.0
Honda City i VTEC CVT VX,18518.16,2018,34696,Petrol,Automatic,First,18.0 kmpl,1497 CC,5.0
Maruti Baleno Alpha 1.3,11466.54,2018,42243,Diesel,Manual,First,27.39 kmpl,1248 CC,5.0
Hyundai Grand i10 CRDi Sportz,8431.28,2016,57824,Diesel,Manual,First,24.0 kmpl,1120 CC,5.0
Maruti Swift Dzire VDi,5365.36,2011,110000,Diesel,Manual,First,19.3 kmpl,1248 CC,5.0
Maruti Swift 1.3 VXi,2452.74,2006,63000,Petrol,Manual,First,16.1 kmpl,1248 CC,5.0
Land Rover Freelander 2 TD4 HSE,23760.88,2013,72000,Diesel,Automatic,First,11.5 kmpl,2179 CC,5.0
Toyota Fortuner 3.0 Diesel,29126.24,2013,63455,Diesel,Manual,First,11.5 kmpl,2982 CC,7.0
Honda Jazz VX Diesel,12876.86,2017,17151,Diesel,Manual,First,27.3 kmpl,1498 CC,5.0
Maruti Vitara Brezza LDi Option,11113.96,2016,31001,Diesel,Manual,First,24.3 kmpl,1248 CC,5.0
Maruti Swift Dzire VDI,6515.08,2014,42109,Diesel,Manual,First,23.4 kmpl,1248 CC,5.0
Skoda Rapid 1.5 TDI AT Elegance,8737.87,2015,55000,Diesel,Automatic,Second,21.66 kmpl,1498 CC,5.0
Land Rover Freelander 2 TD4 SE,39856.96,2013,46000,Diesel,Automatic,Second,11.5 kmpl,2179 CC,5.0
Maruti Alto 800 LXI,3817.07,2013,30852,Petrol,Manual,First,22.74 kmpl,796 CC,5.0
Volkswagen Polo Petrol Highline 1.2L,4598.88,2011,65000,Petrol,Manual,Second,16.47 kmpl,1198 CC,5.0
Honda City i DTEC SV,9121.11,2015,65000,Diesel,Manual,First,26.0 kmpl,1498 CC,5.0
Maruti Swift Dzire LDI,4123.66,2013,72000,Diesel,Manual,First,23.4 kmpl,1248 CC,5.0
Audi A4 2.0 TDI 177 Bhp Technology Edition,39856.96,2014,29000,Diesel,Automatic,First,17.11 kmpl,1968 CC,5.0
Honda City i VTEC VX,8431.28,2015,32000,Petrol,Manual,First,17.8 kmpl,1497 CC,5.0
Ford Figo Aspire 1.2 Ti-VCT Ambiente,7434.86,2016,29875,Petrol,Manual,First,18.16 kmpl,1196 CC,5.0
Maruti Vitara Brezza LDi,12861.53,2018,32539,Diesel,Manual,First,24.3 kmpl,1248 CC,5.0
Renault Duster 110PS Diesel RxL,12248.35,2015,83090,Diesel,Manual,First,19.01 kmpl,1461 CC,5.0
Hyundai i20 Active 1.4 SX,10654.07,2016,62679,Diesel,Manual,First,21.19 kmpl,1396 CC,5.0
Mahindra Logan Petrol 1.4 GLE,2299.44,2010,93000,Petrol,Manual,First,15.7 kmpl,1390 CC,5.0
Honda City ZX GXi,2376.09,2006,44000,Petrol,Manual,First,17.7 kmpl,1497 CC,5.0
Ford Figo Petrol EXI,4215.64,2010,78400,Petrol,Manual,Second,15.6 kmpl,1196 CC,5.0
Renault Duster Petrol RxL,6515.08,2014,71300,Petrol,Manual,First,13.06 kmpl,1598 CC,5.0
Hyundai i10 Sportz 1.2,4368.94,2015,18000,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0
Land Rover Discovery Sport TD4 HSE 7S,86060.37,2019,24013,Diesel,Automatic,First,12.81 kmpl,1999 CC,7.0
Audi Q5 2008-2012 2.0 TFSI Quattro,15329.6,2009,99100,Petrol,Automatic,Second,9.74 kmpl,1984 CC,5.0
Maruti Versa DX2 BS II,1916.2,2003,62000,Petrol,Manual,Second,11.3 kmpl,1298 CC,8.0
Maruti Swift Dzire ZDI,11497.2,2017,14000,Diesel,Manual,First,26.59 kmpl,1248 CC,5.0
Audi A4 2.0 TDI Premium Sport Limited Edition,39565.7,2015,44811,Diesel,Automatic,First,17.11 kmpl,1968 CC,5.0
Volkswagen Polo 1.2 MPI Comfortline,6591.73,2014,44000,Petrol,Manual,First,16.47 kmpl,1198 CC,5.0
Toyota Fortuner 3.0 Diesel,16862.56,2010,136000,Diesel,Manual,Second,11.5 kmpl,2982 CC,7.0
Toyota Fortuner 3.0 Diesel,18012.28,2010,144113,Diesel,Manual,Second,11.5 kmpl,2982 CC,7.0
Honda Accord 2.4 MT,10086.88,2012,94989,Petrol,Manual,First,12.8 kmpl,2354 CC,5.0
Maruti Swift ZDi,7358.21,2012,58133,Diesel,Manual,First,22.9 kmpl,1248 CC,5.0
Skoda Fabia 1.2 MPI Classic,2529.38,2008,61000,Petrol,Manual,Second,17.5 kmpl,1198 CC,5.0
Jeep Compass 2.0 Sport,22994.4,2017,27000,Diesel,Manual,First,17.1 kmpl,1956 CC,5.0
Tata Nano Twist XT,1532.96,2014,18050,Petrol,Manual,Second,25.4 kmpl,624 CC,4.0
Ford Fiesta 1.6 ZXi ABS,2529.38,2007,145277,Petrol,Manual,First,15.3 kmpl,1596 CC,5.0
Maruti Celerio ZDi,5518.66,2015,42000,Diesel,Manual,First,27.62 kmpl,793 CC,5.0
Toyota Fortuner 3.0 Diesel,17629.04,2011,86000,Diesel,Manual,First,11.5 kmpl,2982 CC,7.0
Maruti Celerio ZDi,5518.66,2015,42150,Diesel,Manual,First,27.62 kmpl,793 CC,5.0
Hyundai EON Era Plus,4675.53,2015,30158,Petrol,Manual,First,21.1 kmpl,814 CC,5.0
Ford Fiesta Diesel Trend,9197.76,2011,47000,Diesel,Manual,Second,23.5 kmpl,1498 CC,5.0
Volkswagen Polo 1.2 MPI Comfortline,5748.6,2013,39000,Petrol,Manual,First,16.47 kmpl,1198 CC,5.0
Volkswagen Polo 1.2 MPI Comfortline,9458.36,2016,32125,Petrol,Manual,First,16.2 kmpl,1199 CC,5.0
Maruti Vitara Brezza ZDi,13873.29,2017,58829,Diesel,Manual,First,24.3 kmpl,1248 CC,5.0
Honda Brio S MT,6208.49,2013,67559,Petrol,Manual,First,19.4 kmpl,1198 CC,5.0
Maruti Swift Dzire VXi,6515.08,2013,55000,Petrol,Manual,First,17.5 kmpl,1298 CC,5.0
Maruti Celerio LXI MT,5748.6,2018,30000,Petrol,Manual,First,23.1 kmpl,998 CC,5.0
Hyundai Creta 1.6 SX Plus Petrol Automatic,18165.58,2016,28000,Petrol,Automatic,First,13.0 kmpl,1591 CC,5.0
Ford Ecosport 1.5 DV5 MT Titanium,12631.59,2016,31826,Diesel,Manual,First,22.7 kmpl,1498 CC,5.0
Maruti Swift VDI BSIV W ABS,9182.43,2016,64000,Diesel,Manual,First,17.8 kmpl,1248 CC,5.0
Honda CR-V RVi MT,9964.24,2008,100009,Petrol,Manual,Second,13.1 kmpl,1997 CC,5.0
Land Rover Discovery Sport SD4 HSE Luxury 7S,90306.67,2019,17201,Diesel,Automatic,First,12.51 kmpl,2179 CC,7.0
Mahindra XUV500 W8 2WD,12263.68,2014,74345,Diesel,Manual,First,15.1 kmpl,2179 CC,7.0
Volkswagen Polo 1.2 MPI Highline,7112.93,2015,58134,Petrol,Manual,First,16.47 kmpl,1198 CC,5.0
Hyundai i10 Magna AT,5089.43,2010,30566,Petrol,Automatic,First,19.2 kmpl,1197 CC,5.0
Hyundai i10 Magna 1.2,4261.63,2012,55231,Petrol,Manual,Second,20.36 kmpl,1197 CC,5.0
Chevrolet Cruze LTZ AT,13719.99,2016,67774,Diesel,Automatic,First,14.81 kmpl,1998 CC,5.0
Mercedes-Benz E-Class E 200 CGI,33648.47,2013,50319,Petrol,Automatic,First,12.0 kmpl,1991 CC,5.0
Hyundai Sonata 2.4 GDI,12110.38,2013,45000,Petrol,Manual,First,11.7 kmpl,2359 CC,5.0
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,44455.84,2007,43627,Petrol,Automatic,First,11.74 kmpl,1796 CC,5.0
Volkswagen Polo Diesel Trendline 1.2L,4982.12,2013,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,5.0
Honda City i VTEC SV,9044.46,2014,10500,Petrol,Manual,First,17.4 kmpl,1497 CC,5.0
Maruti Vitara Brezza ZDi,15145.64,2017,21789,Diesel,Manual,First,24.3 kmpl,1248 CC,5.0
Hyundai Elite i20 Asta Option,13459.39,2019,21134,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0
Tata New Safari Dicor EX 4X2,4215.64,2011,90000,Diesel,Manual,Second,13.93 kmpl,2179 CC,7.0
Nissan Sunny 2011-2014 Diesel XL,9167.1,2014,51553,Diesel,Manual,First,21.64 kmpl,1461 CC,5.0
BMW 3 Series 330 Ci Convertible,47521.76,2011,31000,Petrol,Automatic,First,10.9 kmpl,2497 CC,5.0
Toyota Corolla 1.8 J,5442.01,2011,67422,Petrol,Manual,Second,14.53 kmpl,1798 CC,5.0
Hyundai Verna 1.6 SX,9565.67,2015,60519,Diesel,Manual,First,22.32 kmpl,1582 CC,5.0
Maruti Swift Dzire VDi,3357.18,2009,34000,Diesel,Manual,First,19.3 kmpl,1248 CC,5.0
